id,date,user,department,software,seats,amount
9189,12-01-2023 12:11:15,Amy Farrah Fowler,Tech,Circleci,2,18.0
9190,29-01-2023 05:21:54,Emily Sweeney,HR,Slack,5,50.0
9191,29-08-2022 06:33:50,Dr. Beverly Hofstadter,Sales,Sentry,5,25.0
9192,07-08-2022 11:59:48,Priya Koothrappali,Sales,Zoho Crm,1,18.0
9193,09-11-2022 03:17:06,Amy Farrah Fowler,Tech,Discord,3,3.0
9194,08-08-2022 06:59:17,Denise,HR,Slack,1,10.0
9195,14-12-2022 11:49:22,Emily Sweeney,HR,Height,3,9.0
9196,10-06-2022 20:18:24,Amy Farrah Fowler,Tech,Google,4,8.0
9197,01-02-2023 12:15:13,Leslie Winkle,Tech,Google,3,6.0
9198,03-03-2023 18:58:29,Rostenkowski,Tech,Google,1,2.0
9199,12-10-2022 11:26:07,Denise,HR,Height,3,9.0
9200,05-03-2023 01:22:15,Denise,HR,Zoho Crm,4,72.0
9201,08-08-2022 12:17:45,Emily Sweeney,HR,Zapier,4,16.0
9202,14-05-2022 16:06:12,Leslie Winkle,Tech,Circleci,3,27.0
9203,18-11-2022 00:30:59,Leonard Hofstadter,Tech,Notion,2,14.0
9204,03-11-2022 03:26:01,Denise,HR,Notion,4,28.0
9205,29-09-2022 14:38:51,Wil Wheaton,Marketting,Outplay,5,60.0
9206,02-06-2022 03:30:43,Leslie Winkle,Tech,Teams,3,15.0
9207,22-02-2023 21:57:45,Wil Wheaton,Marketting,Sentry,2,10.0
9208,20-11-2022 09:36:22,Wil Wheaton,Marketting,Notion,5,35.0
9209,12-09-2022 00:18:34,Sheldon Cooper,Tech,Teams,2,10.0
9210,04-08-2022 01:58:05,Dr. Beverly Hofstadter,Sales,Appolo,4,68.0
9211,23-07-2022 16:21:56,Leonard Hofstadter,Tech,Fullstory,5,55.0
9212,20-04-2023 10:01:28,Bert Kibbler,Customer Success,Discord,3,3.0
9213,07-12-2022 19:12:35,Leonard Hofstadter,Tech,Discord,2,2.0
9214,28-12-2022 08:06:06,Leonard Hofstadter,Tech,Apple,5,100.0
9215,21-12-2022 13:11:10,Priya Koothrappali,Sales,Zoho Crm,5,90.0
9216,21-10-2022 00:42:29,Dr. V.M. Koothrappali,Marketting,Zoho Crm,3,54.0
9217,13-07-2022 22:51:38,Barry Kripke,Customer Success,Zoho Crm,1,18.0
9218,28-12-2022 05:15:26,Priya Koothrappali,Sales,Zapier,4,16.0
9219,18-09-2022 03:59:30,Barry Kripke,Customer Success,Fullstory,1,11.0
9220,07-11-2022 15:50:01,Sheldon Cooper,Tech,Height,4,12.0
9221,18-10-2022 08:55:46,Leslie Winkle,Tech,Slack,5,50.0
9222,21-09-2022 01:08:04,Sheldon Cooper,Tech,Figma,1,14.0
9223,10-07-2022 00:40:44,Dr. V.M. Koothrappali,Marketting,Height,4,12.0
9224,31-07-2022 13:05:17,Bert Kibbler,Customer Success,Zoho Crm,5,90.0
9225,24-09-2022 20:04:37,Dr. V.M. Koothrappali,Marketting,Zoho Crm,2,36.0
9226,28-05-2022 16:36:38,Amy Farrah Fowler,Tech,Appolo,4,68.0
9227,29-07-2022 19:41:11,Amy Farrah Fowler,Tech,Discord,3,3.0
9228,21-08-2022 09:58:12,Wil Wheaton,Marketting,Zapier,4,16.0
9229,10-12-2022 22:16:33,Leslie Winkle,Tech,Outplay,2,24.0
9230,05-06-2022 16:34:46,Bert Kibbler,Customer Success,Appolo,2,34.0
9231,29-11-2022 05:39:34,Barry Kripke,Customer Success,Teams,1,5.0
9232,20-10-2022 06:32:11,Dr. V.M. Koothrappali,Marketting,Github,5,20.0
9233,15-07-2022 20:23:41,Bert Kibbler,Customer Success,Zapier,3,12.0
9234,15-11-2022 01:18:47,Sheldon Cooper,Tech,Apple,5,100.0
9235,26-06-2022 00:07:31,Dr. V.M. Koothrappali,Marketting,Appolo,3,51.0
9236,09-12-2022 10:16:12,Leslie Winkle,Tech,Figma,2,28.0
9237,09-10-2022 05:58:45,Leslie Winkle,Tech,Teams,1,5.0
9238,08-08-2022 09:33:28,Amy Farrah Fowler,Tech,Figma,5,70.0
9239,02-01-2023 12:18:49,Barry Kripke,Customer Success,Zoho Crm,5,90.0
9240,08-10-2022 18:12:19,Leonard Hofstadter,Tech,Google,1,2.0
9241,03-01-2023 03:52:48,Sheldon Cooper,Tech,Circleci,5,45.0
9242,24-12-2022 00:45:51,Wil Wheaton,Marketting,Figma,3,42.0
9243,14-03-2023 16:15:19,Denise,HR,Circleci,4,36.0
9244,03-05-2023 16:15:43,Amy Farrah Fowler,Tech,Google,2,4.0
9245,18-04-2023 07:35:38,Wil Wheaton,Marketting,Height,4,12.0
9246,01-03-2023 23:16:11,Amy Farrah Fowler,Tech,Appolo,4,68.0
9247,31-05-2022 12:02:41,Denise,HR,Apple,1,20.0
9248,22-05-2022 17:22:08,Leslie Winkle,Tech,Teams,3,15.0
9249,17-03-2023 03:03:38,Leonard Hofstadter,Tech,Zoho Crm,2,36.0
9250,27-01-2023 02:22:02,Barry Kripke,Customer Success,Apple,5,100.0
9251,04-07-2022 12:44:37,Denise,HR,Outplay,4,48.0
9252,19-10-2022 10:18:25,Emily Sweeney,HR,Slack,4,40.0
9253,15-01-2023 14:37:47,Rostenkowski,Tech,Apple,4,80.0
9254,02-05-2023 07:53:30,Bert Kibbler,Customer Success,Height,5,15.0
9255,23-04-2023 16:59:21,Wil Wheaton,Marketting,Slack,5,50.0
9256,29-09-2022 10:33:14,Dr. V.M. Koothrappali,Marketting,Outplay,1,12.0
9257,08-09-2022 09:22:37,Leonard Hofstadter,Tech,Google,3,6.0
9258,16-11-2022 21:30:15,Sheldon Cooper,Tech,Notion,1,7.0
9259,22-05-2022 19:58:51,Barry Kripke,Customer Success,Fullstory,3,33.0
9260,24-06-2022 22:43:51,Leslie Winkle,Tech,Slack,1,10.0
9261,17-11-2022 09:32:26,Dr. Beverly Hofstadter,Sales,Zoho Crm,4,72.0
9262,26-05-2022 07:32:19,Barry Kripke,Customer Success,Apple,4,80.0
9263,28-02-2023 03:01:45,Wil Wheaton,Marketting,Github,1,4.0
9264,17-10-2022 00:17:15,Leslie Winkle,Tech,Notion,4,28.0
9265,17-01-2023 06:44:09,Emily Sweeney,HR,Zoho Crm,4,72.0
9266,04-03-2023 04:54:27,Leonard Hofstadter,Tech,Slack,3,30.0
9267,07-08-2022 17:01:08,Rostenkowski,Tech,Slack,5,50.0
9268,23-01-2023 11:36:46,Sheldon Cooper,Tech,Apple,2,40.0
9269,07-08-2022 10:11:25,Leonard Hofstadter,Tech,Google,1,2.0
9270,05-09-2022 16:53:35,Denise,HR,Sentry,5,25.0
9271,25-12-2022 07:16:29,Dr. Beverly Hofstadter,Sales,Fullstory,5,55.0
9272,30-01-2023 07:54:16,Priya Koothrappali,Sales,Teams,4,20.0
9273,26-10-2022 06:12:40,Amy Farrah Fowler,Tech,Height,5,15.0
9274,13-04-2023 22:37:44,Sheldon Cooper,Tech,Circleci,1,9.0
9275,09-11-2022 03:28:13,Wil Wheaton,Marketting,Github,5,20.0
9276,07-06-2022 18:10:45,Leonard Hofstadter,Tech,Apple,5,100.0
9277,01-05-2023 01:51:23,Sheldon Cooper,Tech,Google,4,8.0
9278,19-08-2022 10:43:32,Bert Kibbler,Customer Success,Discord,4,4.0
9279,02-11-2022 10:40:04,Leslie Winkle,Tech,Figma,2,28.0
9280,02-04-2023 01:37:08,Sheldon Cooper,Tech,Outplay,3,36.0
9281,19-07-2022 02:54:51,Wil Wheaton,Marketting,Figma,1,14.0
9282,05-07-2022 06:09:31,Amy Farrah Fowler,Tech,Appolo,3,51.0
9283,17-05-2022 04:28:13,Leslie Winkle,Tech,Zapier,1,4.0
9284,08-01-2023 01:46:39,Rostenkowski,Tech,Appolo,3,51.0
9285,02-05-2023 13:35:51,Sheldon Cooper,Tech,Fullstory,4,44.0
9286,29-11-2022 20:27:32,Leonard Hofstadter,Tech,Notion,5,35.0
9287,02-02-2023 06:24:33,Dr. Beverly Hofstadter,Sales,Fullstory,4,44.0
9288,18-10-2022 21:30:45,Leslie Winkle,Tech,Zoho Crm,4,72.0
9289,13-07-2022 00:29:45,Wil Wheaton,Marketting,Teams,2,10.0
9290,16-02-2023 05:23:04,Barry Kripke,Customer Success,Github,2,8.0
9291,20-06-2022 20:27:33,Rostenkowski,Tech,Circleci,1,9.0
9292,28-07-2022 14:53:19,Rostenkowski,Tech,Google,4,8.0
9293,08-12-2022 12:06:25,Amy Farrah Fowler,Tech,Fullstory,2,22.0
9294,13-09-2022 04:27:36,Leslie Winkle,Tech,Teams,4,20.0
9295,17-01-2023 21:01:35,Dr. V.M. Koothrappali,Marketting,Circleci,5,45.0
9296,19-06-2022 11:28:59,Dr. V.M. Koothrappali,Marketting,Fullstory,1,11.0
9297,12-04-2023 11:40:30,Leonard Hofstadter,Tech,Outplay,2,24.0
9298,02-07-2022 10:02:36,Dr. Beverly Hofstadter,Sales,Teams,5,25.0
9299,08-11-2022 09:10:34,Denise,HR,Apple,5,100.0
9300,09-03-2023 19:58:26,Bert Kibbler,Customer Success,Figma,2,28.0
9301,29-12-2022 07:21:43,Dr. Beverly Hofstadter,Sales,Height,2,6.0
9302,01-10-2022 14:59:49,Leonard Hofstadter,Tech,Apple,3,60.0
9303,18-02-2023 16:07:55,Amy Farrah Fowler,Tech,Notion,1,7.0
9304,13-08-2022 07:10:44,Priya Koothrappali,Sales,Height,3,9.0
9305,13-03-2023 09:12:09,Amy Farrah Fowler,Tech,Teams,1,5.0
9306,30-11-2022 13:18:45,Rostenkowski,Tech,Slack,3,30.0
9307,31-07-2022 18:33:10,Denise,HR,Appolo,1,17.0
9308,22-07-2022 16:49:46,Rostenkowski,Tech,Discord,5,5.0
9309,20-07-2022 13:42:45,Dr. V.M. Koothrappali,Marketting,Appolo,3,51.0
9310,18-09-2022 11:37:58,Leonard Hofstadter,Tech,Google,5,10.0
9311,09-12-2022 23:31:57,Barry Kripke,Customer Success,Sentry,4,20.0
9312,01-07-2022 12:13:08,Rostenkowski,Tech,Discord,5,5.0
9313,10-12-2022 08:04:54,Priya Koothrappali,Sales,Appolo,2,34.0
9314,17-03-2023 01:34:35,Wil Wheaton,Marketting,Circleci,2,18.0
9315,18-10-2022 03:45:19,Priya Koothrappali,Sales,Zoho Crm,2,36.0
9316,11-08-2022 05:36:54,Barry Kripke,Customer Success,Google,3,6.0
9317,30-08-2022 13:18:40,Amy Farrah Fowler,Tech,Sentry,1,5.0
9318,04-06-2022 16:08:40,Priya Koothrappali,Sales,Outplay,1,12.0
9319,08-03-2023 21:58:36,Rostenkowski,Tech,Slack,1,10.0
9320,14-09-2022 01:16:45,Barry Kripke,Customer Success,Github,2,8.0
9321,08-08-2022 08:56:21,Emily Sweeney,HR,Height,5,15.0
9322,26-10-2022 23:53:50,Denise,HR,Appolo,4,68.0
9323,21-08-2022 01:42:23,Barry Kripke,Customer Success,Slack,4,40.0
9324,27-12-2022 20:22:44,Priya Koothrappali,Sales,Outplay,4,48.0
9325,10-11-2022 16:17:56,Amy Farrah Fowler,Tech,Zoho Crm,2,36.0
9326,22-09-2022 22:20:21,Amy Farrah Fowler,Tech,Discord,1,1.0
9327,04-03-2023 01:49:39,Denise,HR,Height,2,6.0
9328,10-04-2023 09:23:12,Sheldon Cooper,Tech,Zapier,3,12.0
9329,26-08-2022 20:04:43,Sheldon Cooper,Tech,Circleci,1,9.0
9330,17-10-2022 01:37:46,Emily Sweeney,HR,Circleci,5,45.0
9331,20-09-2022 00:54:29,Leonard Hofstadter,Tech,Notion,4,28.0
9332,25-12-2022 18:50:57,Dr. Beverly Hofstadter,Sales,Google,1,2.0
9333,24-09-2022 02:16:22,Leslie Winkle,Tech,Github,3,12.0
9334,11-05-2022 04:07:16,Dr. V.M. Koothrappali,Marketting,Github,1,4.0
9335,17-11-2022 14:38:03,Barry Kripke,Customer Success,Figma,2,28.0
9336,16-12-2022 18:29:28,Bert Kibbler,Customer Success,Google,1,2.0
9337,11-06-2022 11:01:13,Dr. V.M. Koothrappali,Marketting,Slack,4,40.0
9338,15-06-2022 13:47:27,Barry Kripke,Customer Success,Figma,2,28.0
9339,16-05-2022 11:14:50,Leslie Winkle,Tech,Github,5,20.0
9340,26-12-2022 13:13:58,Dr. V.M. Koothrappali,Marketting,Zapier,3,12.0
9341,01-04-2023 14:36:43,Rostenkowski,Tech,Figma,4,56.0
9342,23-06-2022 00:29:54,Leonard Hofstadter,Tech,Fullstory,4,44.0
9343,19-11-2022 11:18:38,Dr. V.M. Koothrappali,Marketting,Sentry,4,20.0
9344,22-02-2023 11:14:21,Dr. Beverly Hofstadter,Sales,Google,4,8.0
9345,16-12-2022 15:14:23,Denise,HR,Appolo,5,85.0
9346,13-01-2023 14:54:49,Sheldon Cooper,Tech,Height,2,6.0
9347,31-12-2022 02:30:49,Priya Koothrappali,Sales,Outplay,4,48.0
9348,30-12-2022 00:08:46,Rostenkowski,Tech,Slack,2,20.0
9349,11-11-2022 18:09:48,Denise,HR,Fullstory,4,44.0
9350,27-01-2023 18:38:14,Barry Kripke,Customer Success,Teams,4,20.0
9351,06-10-2022 04:28:29,Sheldon Cooper,Tech,Fullstory,5,55.0
9352,11-09-2022 11:16:30,Wil Wheaton,Marketting,Notion,3,21.0
9353,13-08-2022 23:29:16,Sheldon Cooper,Tech,Slack,1,10.0
9354,03-10-2022 21:01:58,Denise,HR,Slack,4,40.0
9355,21-08-2022 15:59:44,Dr. Beverly Hofstadter,Sales,Outplay,4,48.0
9356,18-03-2023 18:04:46,Denise,HR,Outplay,4,48.0
9357,31-12-2022 01:07:44,Denise,HR,Github,5,20.0
9358,24-12-2022 06:10:50,Bert Kibbler,Customer Success,Appolo,2,34.0
9359,24-04-2023 10:17:12,Barry Kripke,Customer Success,Discord,4,4.0
9360,27-10-2022 23:14:47,Leslie Winkle,Tech,Appolo,1,17.0
9361,24-12-2022 14:13:44,Denise,HR,Sentry,1,5.0
9362,18-04-2023 12:31:26,Barry Kripke,Customer Success,Height,2,6.0
9363,18-03-2023 14:47:14,Dr. Beverly Hofstadter,Sales,Fullstory,5,55.0
9364,31-08-2022 00:27:54,Wil Wheaton,Marketting,Height,3,9.0
9365,24-10-2022 04:20:19,Leslie Winkle,Tech,Figma,3,42.0
9366,01-06-2022 07:41:13,Sheldon Cooper,Tech,Apple,4,80.0
9367,29-03-2023 08:42:11,Amy Farrah Fowler,Tech,Appolo,3,51.0
9368,26-12-2022 00:28:59,Denise,HR,Teams,3,15.0
9369,14-11-2022 22:15:53,Dr. Beverly Hofstadter,Sales,Figma,1,14.0
9370,12-05-2022 13:29:44,Leslie Winkle,Tech,Apple,4,80.0
9371,05-08-2022 12:11:06,Barry Kripke,Customer Success,Outplay,3,36.0
9372,10-08-2022 21:58:38,Sheldon Cooper,Tech,Fullstory,5,55.0
9373,18-08-2022 10:49:02,Leonard Hofstadter,Tech,Height,1,3.0
9374,15-06-2022 12:37:50,Barry Kripke,Customer Success,Github,5,20.0
9375,26-04-2023 06:33:06,Dr. Beverly Hofstadter,Sales,Zoho Crm,2,36.0
9376,17-01-2023 23:54:14,Amy Farrah Fowler,Tech,Sentry,3,15.0
9377,03-05-2023 08:41:49,Denise,HR,Teams,2,10.0
9378,01-05-2023 14:49:56,Rostenkowski,Tech,Zapier,4,16.0
9379,28-01-2023 08:40:03,Amy Farrah Fowler,Tech,Notion,4,28.0
9380,01-12-2022 04:34:27,Emily Sweeney,HR,Slack,5,50.0
9381,23-06-2022 09:44:17,Rostenkowski,Tech,Zapier,5,20.0
9382,22-07-2022 17:42:42,Rostenkowski,Tech,Discord,3,3.0
9383,05-10-2022 17:14:14,Leslie Winkle,Tech,Google,3,6.0
9384,15-02-2023 11:23:18,Leonard Hofstadter,Tech,Outplay,1,12.0
9385,17-09-2022 05:30:11,Emily Sweeney,HR,Appolo,3,51.0
9386,20-11-2022 18:02:38,Sheldon Cooper,Tech,Slack,4,40.0
9387,22-07-2022 02:43:41,Barry Kripke,Customer Success,Figma,4,56.0
9388,09-03-2023 16:01:34,Priya Koothrappali,Sales,Sentry,2,10.0
9389,28-11-2022 04:46:21,Rostenkowski,Tech,Notion,2,14.0
9390,30-03-2023 17:38:03,Denise,HR,Height,3,9.0
9391,14-12-2022 07:45:55,Dr. V.M. Koothrappali,Marketting,Google,5,10.0
9392,03-12-2022 19:05:46,Dr. V.M. Koothrappali,Marketting,Outplay,4,48.0
9393,15-01-2023 14:22:05,Denise,HR,Teams,1,5.0
9394,16-09-2022 23:18:57,Denise,HR,Zoho Crm,3,54.0
9395,23-07-2022 12:19:48,Priya Koothrappali,Sales,Teams,4,20.0
9396,14-03-2023 15:03:34,Leonard Hofstadter,Tech,Fullstory,1,11.0
9397,01-11-2022 18:50:26,Leslie Winkle,Tech,Fullstory,3,33.0
9398,24-08-2022 11:30:19,Dr. Beverly Hofstadter,Sales,Teams,2,10.0
9399,09-10-2022 11:20:08,Bert Kibbler,Customer Success,Google,4,8.0
9400,21-12-2022 06:37:54,Leslie Winkle,Tech,Discord,5,5.0
9401,27-05-2022 05:21:24,Amy Farrah Fowler,Tech,Slack,3,30.0
9402,10-08-2022 13:14:00,Dr. V.M. Koothrappali,Marketting,Height,3,9.0
9403,09-01-2023 07:04:46,Emily Sweeney,HR,Figma,5,70.0
9404,09-06-2022 15:19:33,Priya Koothrappali,Sales,Teams,1,5.0
9405,11-09-2022 01:11:41,Emily Sweeney,HR,Appolo,1,17.0
9406,30-11-2022 18:21:49,Dr. V.M. Koothrappali,Marketting,Notion,5,35.0
9407,12-09-2022 18:32:41,Dr. Beverly Hofstadter,Sales,Circleci,2,18.0
9408,26-03-2023 03:50:18,Amy Farrah Fowler,Tech,Outplay,1,12.0
9409,01-06-2022 18:18:41,Priya Koothrappali,Sales,Figma,3,42.0
9410,07-05-2023 04:14:56,Bert Kibbler,Customer Success,Apple,2,40.0
9411,04-11-2022 08:02:32,Bert Kibbler,Customer Success,Outplay,2,24.0
9412,04-09-2022 12:19:55,Sheldon Cooper,Tech,Zoho Crm,2,36.0
9413,21-09-2022 10:46:26,Rostenkowski,Tech,Slack,4,40.0
9414,03-06-2022 09:33:16,Amy Farrah Fowler,Tech,Notion,2,14.0
9415,16-01-2023 19:34:00,Emily Sweeney,HR,Discord,3,3.0
9416,14-10-2022 11:57:38,Dr. Beverly Hofstadter,Sales,Discord,2,2.0
9417,23-07-2022 16:00:47,Dr. V.M. Koothrappali,Marketting,Outplay,4,48.0
9418,18-05-2022 14:18:22,Leslie Winkle,Tech,Appolo,5,85.0
9419,05-09-2022 04:31:39,Leslie Winkle,Tech,Github,2,8.0
9420,15-01-2023 21:07:23,Priya Koothrappali,Sales,Figma,2,28.0
9421,31-03-2023 13:08:52,Barry Kripke,Customer Success,Zapier,1,4.0
9422,01-12-2022 06:19:01,Leonard Hofstadter,Tech,Height,5,15.0
9423,03-08-2022 10:52:21,Leonard Hofstadter,Tech,Google,3,6.0
9424,08-05-2023 15:52:06,Dr. V.M. Koothrappali,Marketting,Height,1,3.0
9425,09-12-2022 09:21:31,Dr. Beverly Hofstadter,Sales,Figma,1,14.0
9426,18-05-2022 04:11:17,Wil Wheaton,Marketting,Slack,4,40.0
9427,23-02-2023 21:06:03,Amy Farrah Fowler,Tech,Slack,3,30.0
9428,21-07-2022 04:41:41,Denise,HR,Fullstory,3,33.0
9429,22-12-2022 09:59:52,Amy Farrah Fowler,Tech,Google,3,6.0
9430,19-03-2023 00:51:16,Sheldon Cooper,Tech,Teams,5,25.0
9431,16-08-2022 14:55:16,Bert Kibbler,Customer Success,Circleci,5,45.0
9432,14-11-2022 18:49:38,Leonard Hofstadter,Tech,Figma,1,14.0
9433,15-11-2022 04:18:38,Dr. Beverly Hofstadter,Sales,Figma,5,70.0
9434,17-05-2022 13:14:04,Dr. Beverly Hofstadter,Sales,Zapier,1,4.0
9435,22-06-2022 02:29:14,Denise,HR,Github,4,16.0
9436,24-09-2022 08:39:02,Leonard Hofstadter,Tech,Slack,1,10.0
9437,26-05-2022 21:21:37,Dr. Beverly Hofstadter,Sales,Google,4,8.0
9438,14-11-2022 06:02:15,Emily Sweeney,HR,Github,2,8.0
9439,07-11-2022 21:04:50,Emily Sweeney,HR,Google,5,10.0
9440,25-03-2023 18:06:32,Dr. Beverly Hofstadter,Sales,Appolo,1,17.0
9441,27-11-2022 17:32:58,Rostenkowski,Tech,Sentry,3,15.0
9442,17-12-2022 13:42:32,Sheldon Cooper,Tech,Apple,1,20.0
9443,23-11-2022 19:29:46,Bert Kibbler,Customer Success,Height,3,9.0
9444,05-04-2023 11:45:42,Priya Koothrappali,Sales,Github,1,4.0
9445,03-04-2023 19:50:08,Barry Kripke,Customer Success,Height,3,9.0
9446,09-03-2023 03:54:35,Amy Farrah Fowler,Tech,Height,4,12.0
9447,02-02-2023 06:35:58,Dr. V.M. Koothrappali,Marketting,Appolo,1,17.0
9448,19-11-2022 04:51:41,Priya Koothrappali,Sales,Figma,2,28.0
9449,21-04-2023 20:01:42,Barry Kripke,Customer Success,Zoho Crm,1,18.0
9450,01-09-2022 14:31:46,Bert Kibbler,Customer Success,Sentry,3,15.0
9451,18-06-2022 10:47:06,Sheldon Cooper,Tech,Sentry,3,15.0
9452,20-01-2023 20:37:37,Priya Koothrappali,Sales,Github,5,20.0
9453,14-07-2022 19:13:22,Wil Wheaton,Marketting,Height,2,6.0
9454,26-05-2022 06:21:15,Priya Koothrappali,Sales,Sentry,3,15.0
9455,08-10-2022 23:03:49,Leonard Hofstadter,Tech,Slack,4,40.0
9456,18-10-2022 23:57:23,Rostenkowski,Tech,Google,3,6.0
9457,01-10-2022 23:42:08,Wil Wheaton,Marketting,Teams,4,20.0
9458,10-05-2023 10:23:57,Leonard Hofstadter,Tech,Height,2,6.0
9459,06-08-2022 08:51:41,Sheldon Cooper,Tech,Outplay,5,60.0
9460,17-02-2023 08:03:51,Denise,HR,Figma,1,14.0
9461,29-04-2023 03:15:01,Denise,HR,Github,4,16.0
9462,04-11-2022 02:26:54,Emily Sweeney,HR,Circleci,3,27.0
9463,15-09-2022 02:13:19,Priya Koothrappali,Sales,Circleci,2,18.0
9464,17-03-2023 18:26:34,Dr. Beverly Hofstadter,Sales,Sentry,1,5.0
9465,11-03-2023 06:44:52,Emily Sweeney,HR,Circleci,2,18.0
9466,11-12-2022 10:28:13,Leslie Winkle,Tech,Figma,1,14.0
9467,15-02-2023 07:14:08,Leonard Hofstadter,Tech,Appolo,1,17.0
9468,04-01-2023 22:31:01,Rostenkowski,Tech,Appolo,1,17.0
9469,28-02-2023 08:37:10,Amy Farrah Fowler,Tech,Discord,3,3.0
9470,06-02-2023 02:53:42,Barry Kripke,Customer Success,Figma,4,56.0
9471,18-01-2023 11:18:06,Leslie Winkle,Tech,Google,5,10.0
9472,31-08-2022 01:26:58,Amy Farrah Fowler,Tech,Height,3,9.0
9473,18-12-2022 04:05:57,Leonard Hofstadter,Tech,Github,4,16.0
9474,17-04-2023 19:13:46,Sheldon Cooper,Tech,Outplay,5,60.0
9475,09-02-2023 19:04:12,Wil Wheaton,Marketting,Outplay,2,24.0
9476,27-07-2022 19:21:43,Sheldon Cooper,Tech,Sentry,3,15.0
9477,30-03-2023 07:09:58,Emily Sweeney,HR,Apple,1,20.0
9478,07-05-2023 23:40:42,Sheldon Cooper,Tech,Zoho Crm,3,54.0
9479,06-05-2023 22:57:55,Emily Sweeney,HR,Outplay,1,12.0
9480,12-08-2022 07:12:39,Bert Kibbler,Customer Success,Fullstory,3,33.0
9481,13-01-2023 16:12:26,Emily Sweeney,HR,Apple,1,20.0
9482,28-10-2022 04:49:40,Dr. Beverly Hofstadter,Sales,Discord,5,5.0
9483,18-03-2023 17:31:13,Leslie Winkle,Tech,Notion,3,21.0
9484,18-10-2022 01:32:06,Leslie Winkle,Tech,Circleci,2,18.0
9485,13-02-2023 19:40:03,Dr. Beverly Hofstadter,Sales,Zapier,2,8.0
9486,07-11-2022 22:29:34,Wil Wheaton,Marketting,Circleci,5,45.0
9487,22-05-2022 21:54:27,Wil Wheaton,Marketting,Fullstory,2,22.0
9488,21-03-2023 02:42:06,Rostenkowski,Tech,Teams,2,10.0
9489,02-01-2023 11:41:37,Denise,HR,Outplay,4,48.0
9490,04-09-2022 18:19:47,Barry Kripke,Customer Success,Height,5,15.0
9491,26-11-2022 10:47:25,Rostenkowski,Tech,Outplay,3,36.0
9492,25-11-2022 03:57:14,Sheldon Cooper,Tech,Outplay,2,24.0
9493,23-11-2022 05:45:28,Leonard Hofstadter,Tech,Fullstory,3,33.0
9494,11-01-2023 17:30:55,Barry Kripke,Customer Success,Outplay,1,12.0
9495,13-07-2022 18:16:29,Barry Kripke,Customer Success,Apple,3,60.0
9496,28-08-2022 23:58:19,Leslie Winkle,Tech,Discord,4,4.0
9497,07-07-2022 22:04:25,Rostenkowski,Tech,Sentry,4,20.0
9498,19-04-2023 03:14:54,Sheldon Cooper,Tech,Zapier,3,12.0
9499,06-11-2022 02:02:19,Sheldon Cooper,Tech,Sentry,3,15.0
9500,15-07-2022 19:34:42,Denise,HR,Discord,3,3.0
9501,12-10-2022 03:09:34,Priya Koothrappali,Sales,Outplay,4,48.0
9502,24-02-2023 00:53:55,Wil Wheaton,Marketting,Zapier,2,8.0
9503,15-02-2023 07:54:31,Rostenkowski,Tech,Teams,4,20.0
9504,22-07-2022 09:28:12,Barry Kripke,Customer Success,Github,3,12.0
9505,11-03-2023 17:23:59,Denise,HR,Notion,3,21.0
9506,22-10-2022 06:28:51,Emily Sweeney,HR,Google,2,4.0
9507,20-08-2022 21:58:35,Rostenkowski,Tech,Google,3,6.0
9508,18-12-2022 15:35:04,Dr. Beverly Hofstadter,Sales,Appolo,2,34.0
9509,21-10-2022 07:17:35,Bert Kibbler,Customer Success,Circleci,5,45.0
9510,21-07-2022 18:05:48,Emily Sweeney,HR,Google,3,6.0
9511,03-05-2023 22:03:09,Leonard Hofstadter,Tech,Sentry,4,20.0
9512,06-10-2022 21:24:57,Wil Wheaton,Marketting,Zoho Crm,2,36.0
9513,10-03-2023 14:31:51,Dr. Beverly Hofstadter,Sales,Fullstory,2,22.0
9514,04-03-2023 22:28:20,Priya Koothrappali,Sales,Appolo,2,34.0
9515,25-11-2022 16:50:16,Sheldon Cooper,Tech,Apple,4,80.0
9516,01-10-2022 01:51:27,Wil Wheaton,Marketting,Zapier,3,12.0
9517,14-02-2023 11:13:48,Leslie Winkle,Tech,Height,1,3.0
9518,27-05-2022 18:31:50,Amy Farrah Fowler,Tech,Circleci,3,27.0
9519,07-10-2022 00:32:13,Dr. V.M. Koothrappali,Marketting,Github,5,20.0
9520,21-07-2022 16:09:49,Barry Kripke,Customer Success,Notion,5,35.0
9521,21-10-2022 03:24:24,Dr. Beverly Hofstadter,Sales,Github,2,8.0
9522,10-10-2022 03:16:28,Dr. Beverly Hofstadter,Sales,Height,3,9.0
9523,28-08-2022 02:03:18,Emily Sweeney,HR,Github,5,20.0
9524,22-11-2022 10:38:20,Rostenkowski,Tech,Slack,2,20.0
9525,01-07-2022 09:31:16,Rostenkowski,Tech,Figma,1,14.0
9526,13-05-2022 08:00:56,Dr. Beverly Hofstadter,Sales,Github,2,8.0
9527,03-12-2022 18:44:32,Dr. V.M. Koothrappali,Marketting,Apple,1,20.0
9528,20-04-2023 00:15:27,Wil Wheaton,Marketting,Google,3,6.0
9529,08-02-2023 00:17:37,Sheldon Cooper,Tech,Height,1,3.0
9530,07-05-2023 10:27:44,Rostenkowski,Tech,Outplay,4,48.0
9531,30-04-2023 04:06:21,Sheldon Cooper,Tech,Sentry,1,5.0
9532,11-08-2022 12:33:00,Amy Farrah Fowler,Tech,Sentry,4,20.0
